module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
AT(Admission Module),TC_183,,Bed Booking - View Reservation -> Delete,To Verify User able to Delete View Reservation Record,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Select Bed booking from Functions drop down.
5.Select Bed booking->View Registration.
6.Enter From Date and To Date. 
7.Click on ""SEARCH"" button.
8.Click on the Delete icon.",User should be able to Delete View Reservation Details.,Automation ,P3,Prabakaran,Medium,V2,Function 
AT(Admission Module),TC_184,,Bed Booking - View Reservation -> Booking Number,To Verify User able to obtain Booking Number,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Select Bed booking from Functions drop down.
5.Select Bed booking->View Registration.
6.Enter From Date and To Date. 
7.Click on ""SEARCH"" button.
8.Click on the Booking No link.",User should be able to Generate Sticker and Print Bed Booking Slip Details.,Automation ,P3,Prabakaran,Medium,V14,Function 
AT(Admission Module),TC_185,Valid IP/UHID Number,IP Search,"To verify after admission, User is able to search using IP number","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function-> Search Details->Search Details
5.Enter Valid IP/UHID Number.
6.Click on Search Button",User Details of IP Admission should be displayed.,Automation ,P3,Prabakaran,Medium,V1,Function 
AT(Admission Module),TC_186,Valid IP/UHID Number,IP Search - Transfer ,"To verify after admission, User is able to Transfer","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function-> Search Details->Search Details
5.Enter Valid IP/UHID Number.
6.Click on Search Button
7.Select Particular Record and right Click on UHID and click on Transfer Link.
8.Select Bed Occupancy and Transfer History Details and Click on Transfer Request.",User should be able to raise a transfer Request for Particular IP admission.,Automation ,P3,Prabakaran,Medium,V7,Function 
AT(Admission Module),TC_187,Valid IP/UHID Number,IP Search - Edit Admission,"To verify after admission, User is able to Edit Admission Details","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function-> Search Details->Search Details
5.Enter Valid IP/UHID Number.
6.Click on Search Button
7.Select the Record and Right Click on UHID and click on Edit Admission link.",User should be able to edit the Admission Details.,Automation ,P3,Prabakaran,Medium,V5,Function 
AT(Admission Module),TC_188,Valid IP/UHID Number,IP Search - Edit MLC Details,"To verify after admission, User is able to Edit MLC Details.","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function-> Search Details->Search Details
5.Enter Valid IP/UHID Number.
6.Click on Search Button
7.Select the Record and Right Click on UHID and click on Edit MLC Details link.",User should be able to edit the Admission MLC Details.,Automation ,P3,Prabakaran,Medium,V4,Function 
AT(Admission Module),TC_189,"1.Valid IP/UHID Number
2.Status as IP Admission Done.",IP Search - Cancel IP Admission,"To verify after admission, User is able to cancel IP Admission.","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function-> Search Details->Search Details
5.Enter Valid IP/UHID Number.
6.Click on Search Button
7.Select the Record and Right Click on UHID and click on Cancel IP link.",User should be able to cancel IP Admissions.,Automation ,P3,Prabakaran,Medium,V2,Function 
AT(Admission Module),TC_190,Valid UHID Number,Admission - IP Admission - Paper,To Verify the user able to make a IP Admission through Paper,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Admission -> 
IP Admission.
5.Enter the valid UHID number  and click search button. 
6.Select Admission Note Type as Paper.
Select Primary Consultant, Specialization, Reason for Admission, Admission type, Admission for, Type of patient and Billing Type and Add Insurance details.
7.Select Bed Category and Click on Bed Matrix and select Vacant bed.
8.Select Attenders name, Phone Number, Relationship with parents
9.Click on submit.",User should be able to Make IP Admission based on Paper,Automation ,P3,Prabakaran,Medium,V6,Function 
AT(Admission Module),TC_191,Valid UHID Number,Admission - IP Admission - Online,To Verify the user able to make a IP Admission through Online,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Admission -> 
IP Admission.
5.Enter the valid UHID number  and click search button. 
6.Select Admission Note Type as Online. Admission Number will be generated
Select Admission for, Admission Type, Type of patient and Billing Type and Add Insurance details.
7.Select Bed Category and Click on Bed Matrix and select Vacant bed.
8.Select Attenders name, Phone Number, Relationship with parents
9.Click on submit.",User should be able to Make IP Admission based on Online.,Automation ,P3,Prabakaran,Medium,V14,Function 
AT(Admission Module),TC_192,Valid UHID Number,Admission - IP Admission - Cash,To Verify the user able to make a IP Admission through Cash,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Admission -> 
IP Admission.
5.Enter the valid UHID number  and click search button. 
6.Select Admission Note Type as Paper/Online. 
Select Admission for, Admission Type, Type of patient and Billing Type as Cash.
7.Select Bed Category and Click on Bed Matrix and select Vacant bed.
8.Select Attenders name, Phone Number, Relationship with parents
9.Click on submit.",User should be able to Make IP Admission based on Cash Type.,Automation ,P3,Prabakaran,Medium,V17,Function 
AT(Admission Module),TC_193,Valid UHID Number,Admission - IP Admission - Credit,To Verify the user able to make a IP Admission through Credit,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Admission -> 
IP Admission.
5.Enter the valid UHID number  and click search button. 
6.Select Admission Note Type as Paper/Online. 
Select Admission for, Admission Type, Type of patient and Billing Type as Credit and Add Insurance details by clicking on Add/Update Policy.
7.Enter Customer name and Agreement name, Employer name with employer ID and click on add button.
8.Click on Save button.
9.Select Bed Category and Click on Bed Matrix and select Vacant bed.
10.Select Attenders name, Phone Number, Relationship with parents
11.Select Deposit Required, Amount to be deposited.
12.Select Vacination status.
13.Click on submit.",User should be able to Make IP Admission based on Credit Type.,Automation ,P3,Prabakaran,Medium,V11,Function 
AT(Admission Module),TC_194,Valid IP Number,IP Admission - cancel,To Verify the user able to Cancel IP Admission.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Admission -> 
Cancel.
5.Enter the valid IP Number and enter the reason.
6.Select the Authorizing Doctor.
7.Click on ""SUBMIT"" button.",Approval should generate for IP Cancellation.,Automation ,P3,Sumitha,Medium,V6,Function 
AT(Admission Module),TC_195,Valid IP Number,Transfer - Category/Bed ,"To Verify User is able to Raise Transfer Request with 
Bed Occupancy - Dual","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function->Transfer->Category/Bed
5.Enter Valid IP Number and click Search
6.Select Particular Record and right Click on UHID and click on Transfer Link.
7.Select the Occupy Old as Occupy Old.
8.Click on Occupy Old button.
9.Select Transfer Information as Transfer Type, Billable Tarrif, Reason for Transfer, Requestor Category and Type of Patient.
10. Click on Transfer Request button.",User should be able to create a Transfer request with Dual Bed Occupancy,Automation ,P3,Prabakaran,Medium,V13,Function 
AT(Admission Module),TC_196,Valid IP Number,Transfer - Category/Bed ,"Raise Transfer Request
Bed Occupancy - Release","1. Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down
4.Click on Function->Transfer->Category/Bed
5.Enter Valid IP Number and click Search
6.Select Particular Record and right Click on UHID and click on Transfer Link.
7.Select the Occupy Old as Release.
9.Select Transfer Information as Transfer Type, Billable Tarrif, Reason for Transfer, Requestor Category and Type of Patient.
10. Click on Transfer Request button.",User should be able to create a Transfer request with Current Bed Release,Automation ,P3,Prabakaran,Medium,V14,Function 
AT(Admission Module),TC_197,Bed No,Transfer - Change Bed Status - Change Status,Verify user able to change current bed status,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Transfer -> Change Bed Status
5.Click on Bed Matrix.
6.Select Based on status/Category wise and click on Go button.
7.Change the status as required, Enter Remarks and click on submit button.",User should be able to change current bed status,Automation ,P3,Prabakaran,Medium,V12,Function 
AT(Admission Module),TC_198,Valid Registration Number and Bed ID,Block/Reserve - Block Bed - Save,To Verify the user able to Block the Particular Bed.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Others -> 
Block/Reserve.
5.Select Block radio button from Status field.
6.Click on Bed Matrix and Select a particular Bed.
6.Select Type of Patient, To Date and From Date and Reason.
7.Enter Remarks and Click on ""SAVE"" button.",User should able to Block Bed.,Automation ,P3,Prabakaran,Medium,V3,Function 
